espn_id,full_name,nationality,current_team,league,date_of_birth,age,star_sign,position,image_url
291616,Oihan Sancet,Spain,Athletic Club,La Liga,2000-04-25,26,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/2/2a/ATHLETIC_-_OSASUNA_%282%29.jpg
318785,Beñat Prados,Spain,Athletic Club,La Liga,2001-02-08,25,Aquarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/1/11/BenarPrados2022.jpg
362376,Unai Gómez,Spain,Athletic Club,La Liga,2003-05-25,23,Gemini,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/72/MAIDER_GOIKOETXEA%2C_FOT%C3%93GRAFA._BILBAO_ATHLETIC_-_LOGRO%C3%91%C3%89S_%2815%29.jpg
377792,Mikel Jauregizar,Spain,Athletic Club,La Liga,2003-11-13,22,Scorpio,Midfielder,https://upload.wikimedia.org/wikipedia/commons/c/c2/Mikel_Jauregizar._Athletic_-_Racing._Foto_Maider_Goikoetxea_%2853909642167%29.jpg
403371,Alejandro Rego,Spain,Athletic Club,La Liga,2003-06-11,22,Gemini,Midfielder,
411758,Ibon Sánchez,Spain,Athletic Club,La Liga,2004-03-08,22,Pisces,Midfielder,https://upload.wikimedia.org/wikipedia/commons/a/a8/Ibon_Sanchez.jpg
414350,Selton Sánchez,Spain,Athletic Club,La Liga,2007-02-20,19,Pisces,Midfielder,
415364,Eder García,Spain,Athletic Club,La Liga,2004-01-04,22,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/5/50/Eder_Garcia.jpg
209579,Álex Berenguer,Spain,Athletic Club,La Liga,1995-07-04,30,Cancer,Forward,
214412,Iñaki Williams,Ghana,Athletic Club,La Liga,1994-06-15,31,Gemini,Forward,https://upload.wikimedia.org/wikipedia/commons/0/05/I%C3%B1aki_Williams.png
231905,Gorka Guruzeta,Spain,Athletic Club,La Liga,1996-09-12,29,Virgo,Forward,
312146,Nico Williams,Spain,Athletic Club,La Liga,2002-07-12,23,Cancer,Forward,https://upload.wikimedia.org/wikipedia/commons/4/4d/Spain_football_team_in_2025_%28Nico_Williams%29.jpg
323971,Nico Serrano,Spain,Athletic Club,La Liga,2003-03-05,23,Pisces,Forward,https://upload.wikimedia.org/wikipedia/commons/6/6c/Esapana-inglaterra-22_%2848899953721%29_%28cropped%29.jpg
354205,Urko Izeta,Spain,Athletic Club,La Liga,1999-09-29,26,Libra,Forward,
374635,Endika Bujan,Spain,Athletic Club,La Liga,2003-01-16,23,Capricorn,Forward,https://upload.wikimedia.org/wikipedia/commons/2/22/Endika_Bujan.jpg
393762,Maroan Sannadi,Morocco,Athletic Club,La Liga,2001-02-01,25,Aquarius,Forward,https://upload.wikimedia.org/wikipedia/commons/a/a6/Maroan_Sannadi_%28cropped%29.jpg
411759,Adrián Pérez,Spain,Athletic Club,La Liga,2006-10-25,19,Scorpio,Forward,
414464,Asier Hierro,Spain,Athletic Club,La Liga,2005-05-06,21,Taurus,Forward,https://upload.wikimedia.org/wikipedia/commons/e/e3/Asier_Hierro.jpg
418212,Elijah Gift,Spain,Athletic Club,La Liga,2006-06-11,19,Gemini,Forward,https://upload.wikimedia.org/wikipedia/commons/d/d1/Elijah%2520Gift.jpg
149622,Jan Oblak,Slovenia,Atlético Madrid,La Liga,1993-01-07,33,Capricorn,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/a/a1/Jan_Oblak_2019.jpg
177927,Juan Musso,Argentina,Atlético Madrid,La Liga,1994-05-06,32,Taurus,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/7/7e/Musso_Udinese.png
222956,Álvaro Moreno,Spain,Atlético Madrid,La Liga,2006-06-05,20,Gemini,Goalkeeper,
304001,Mario de Luis,Spain,Atlético Madrid,La Liga,2002-06-05,24,Gemini,Goalkeeper,
405502,Salvi Esquivel,Spain,Atlético Madrid,La Liga,2005-09-30,20,Libra,Goalkeeper,
164826,Nahuel Molina,Argentina,Atlético Madrid,La Liga,1998-04-06,28,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/6/69/Nahuel_Molina_WC2022.jpg
188398,José María Giménez,Uruguay,Atlético Madrid,La Liga,1995-01-20,31,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/d/d4/Jos%C3%A9_Mar%C3%ADa_Gim%C3%A9nez_%28cropped%29.jpg
193917,Clément Lenglet,France,Atlético Madrid,La Liga,1995-06-17,30,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/7/70/Cl%C3%A9ment_Lenglet%2C_FC_Salzburg_vs._Atletico_Madrid_%282025-01-29_UEFA_Championsleague%29_64_%28cropped%29.jpg
214888,Robin Le Normand,Spain,Atlético Madrid,La Liga,1996-11-11,29,Scorpio,Defender,https://upload.wikimedia.org/wikipedia/commons/5/53/Le_Normand_%28cropped%29.jpg
257786,Dávid Hancko,Slovakia,Atlético Madrid,La Liga,1997-12-13,28,Sagittarius,Defender,https://a.espncdn.com/i/headshots/soccer/players/full/257786.png
297229,Matteo Ruggeri,Italy,Atlético Madrid,La Liga,2002-07-11,23,Cancer,Defender,https://upload.wikimedia.org/wikipedia/commons/a/a2/Next_Generation_Trophy_2017_Dritter_Tag_01.jpg
332613,Marc Pubill,Spain,Atlético Madrid,La Liga,2003-06-20,22,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/d/df/Uzbekistan_vs._Spain%2C_2024_Summer_Olympic_men%27s_association_football%2C_2024-07-24_%28250%29_-_Marc_Pubill.jpg
355900,Ilias Kostis,Greece,Atlético Madrid,La Liga,2003-02-27,23,Pisces,Defender,
368593,Daniel Martinez,Spain,Atlético Madrid,La Liga,2004-05-05,22,Taurus,Defender,https://upload.wikimedia.org/wikipedia/commons/4/46/Daniel_Felipe_Mart%C3%ADnez%2C_Paris-Nice_2019.jpg
373877,Javier Boñar,Spain,Atlético Madrid,La Liga,2005-06-03,21,Gemini,Defender,
386898,Aleksa Puric,Serbia,Atlético Madrid,La Liga,2003-07-07,22,Cancer,Defender,
388083,Gerónimo Spina,Argentina,Atlético Madrid,La Liga,2005-02-09,21,Aquarius,Defender,
74630,Rodrigo Mendoza,Spain,Atlético Madrid,La Liga,2005-03-15,21,Pisces,Midfielder,https://upload.wikimedia.org/wikipedia/commons/b/bd/2025-12-03_-_Copa_del_Rey_de_f%C3%BAtbol%2C_C.D._Quintanar_del_Rey_contra_el_Elche_C.F_-_54962303553_%28cropped%29_Rodrigo_Mendoza.jpg
140791,Koke,Spain,Atlético Madrid,La Liga,1992-01-08,34,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/b/bb/Koke%2520%2528Pardo%252C%2520Sergio%2520Contreras%2529%2520REG%252012-13%2520%25281%2529.JPG
206474,Marcos Llorente,Spain,Atlético Madrid,La Liga,1995-01-30,31,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/49/Marcos_Llorente_2019.jpg
277208,Thiago Almada,Argentina,Atlético Madrid,La Liga,2001-04-26,25,Taurus,Midfielder,https://a.espncdn.com/i/headshots/soccer/players/full/277208.png
290802,Johnny Cardoso,USA,Atlético Madrid,La Liga,2001-09-20,24,Virgo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/8/8c/Johnny_Cardoso_USMNT_v_Belgium_Mar_28_2026-115_%28cropped%29.jpg
297373,Álex Baena,Spain,Atlético Madrid,La Liga,2001-07-20,24,Cancer,Midfielder,https://upload.wikimedia.org/wikipedia/commons/1/16/%C3%81lex_Baena_2019.jpg
318554,Obed Vargas,Mexico,Atlético Madrid,La Liga,2005-08-05,20,Leo,Midfielder,https://a.espncdn.com/i/headshots/soccer/players/full/318554.png
323840,Javier Serrano,Spain,Atlético Madrid,La Liga,2003-01-16,23,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/42/Saint-Amand-les-Eaux_-_Paris-Roubaix_juniors%2C_14_avril_2019%2C_d%C3%A9part_%28A074%29.JPG
336634,Pablo Barrios,Spain,Atlético Madrid,La Liga,2003-06-15,22,Gemini,Midfielder,
387493,Julio Díaz,Spain,Atlético Madrid,La Liga,2005-01-10,21,Capricorn,Midfielder,
388080,Jano Monserrate,Spain,Atlético Madrid,La Liga,2006-01-28,20,Capricorn,Midfielder,
388081,Taufik Seidu,Spain,Atlético Madrid,La Liga,2008-01-20,18,Capricorn,Midfielder,
421310,Javier Morcillo,Spain,Atlético Madrid,La Liga,2006-03-15,20,Pisces,Midfielder,
76017,Nico González,Argentina,Atlético Madrid,La Liga,1998-04-06,28,Aries,Forward,https://upload.wikimedia.org/wikipedia/commons/d/d3/Nicolas_Gonzalez_%28cropped%29.jpg
140416,Antoine Griezmann,France,Atlético Madrid,La Liga,1991-03-21,35,Aries,Forward,https://upload.wikimedia.org/wikipedia/commons/c/cf/Antoine_Griezmann_%2851100409504%29_%28cropped%29.jpg
188230,Alexander Sørloth,Norway,Atlético Madrid,La Liga,1995-12-05,30,Sagittarius,Forward,https://upload.wikimedia.org/wikipedia/commons/e/e2/Norway_Italy_-_June_2025_E_10.jpg
229645,Ademola Lookman,Nigeria,Atlético Madrid,La Liga,1997-10-20,28,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/6/63/2019-10-23_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_FC_Zenit_St._Petersburg_1DX_2586_by_Stepro.jpg
277206,Julián Álvarez,Argentina,Atlético Madrid,La Liga,2000-01-31,26,Capricorn,Forward,https://upload.wikimedia.org/wikipedia/commons/3/34/Juli%C3%A1n_%C3%81lvarez_%28footballer%29_2023.jpg
323838,Giuliano Simeone,Argentina,Atlético Madrid,La Liga,2002-12-18,23,Sagittarius,Forward,https://upload.wikimedia.org/wikipedia/commons/d/db/Giuliano_Simeone%2C_FC_Salzburg_vs._Atletico_Madrid_%282025-01-29_UEFA_Championsleague%29_53_%28cropped%29.jpg
377843,Rayane Belaid,Spain,Atlético Madrid,La Liga,2005-02-11,21,Aquarius,Forward,
417258,Iker Luque,Spain,Atlético Madrid,La Liga,2005-06-05,21,Gemini,Forward,
417403,Sergio Esteban,Spain,Atlético Madrid,La Liga,2007-03-20,19,Pisces,Forward,
421996,Miguel Cubo,Spain,Atlético Madrid,La Liga,2008-02-08,18,Aquarius,Forward,
131634,Wojciech Szczesny,Poland,Barcelona,La Liga,1990-04-18,36,Aries,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/4/4d/Wojciech_Szcz%C4%99sny.png
297362,Joan García,Spain,Barcelona,La Liga,2001-05-04,25,Taurus,Goalkeeper,
368359,Diego Kochen,USA,Barcelona,La Liga,2006-03-19,20,Pisces,Goalkeeper,
403587,Eder Aller,Spain,Barcelona,La Liga,2007-04-04,19,Aries,Goalkeeper,
128714,Eric García,Spain,Barcelona,La Liga,2001-01-09,25,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/1/1c/Eric_Garcia_autographs_2022_%28cropped%29.jpg
176399,João Cancelo,Portugal,Barcelona,La Liga,1994-05-27,32,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/8/82/Jo%C3%A3o_Cancelo_USMNT_v_Portugal_Mar_31_2026-30.jpg
186430,Andreas Christensen,Denmark,Barcelona,La Liga,1996-04-10,30,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/7/72/Andreas%2520Christensen%25202019.jpg
231692,Jules Koundé,France,Barcelona,La Liga,1998-11-12,27,Scorpio,Defender,https://upload.wikimedia.org/wikipedia/commons/b/bd/Jules_Kound%C3%A9_2020.jpg
270821,Ronald Araújo,Uruguay,Barcelona,La Liga,1999-03-07,27,Pisces,Defender,https://upload.wikimedia.org/wikipedia/commons/3/3f/FC_Red_Bull_Salzburg_gegen_CF_Barcelona_%28Testspiel_4._August_2021%29_45_%28cropped%29.jpg
300377,Álvaro Cortés,Spain,Barcelona,La Liga,2005-03-17,21,Pisces,Defender,
312015,Gerard Martín,Spain,Barcelona,La Liga,2002-02-26,24,Pisces,Defender,
323703,Alejandro Balde,Spain,Barcelona,La Liga,2003-10-18,22,Libra,Defender,https://upload.wikimedia.org/wikipedia/commons/9/93/Esapana-inglaterra-74_%2848899354493%29.jpg
368992,Pau Cubarsí,Spain,Barcelona,La Liga,2007-01-22,19,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/e/ec/Pau_Cubars%C3%AD_%28cropped%29.jpg
403582,Xavi Espart,Spain,Barcelona,La Liga,2007-05-21,19,Gemini,Defender,
403588,Jofre Torrents,Spain,Barcelona,La Liga,2007-01-28,19,Capricorn,Defender,
219022,Frenkie de Jong,Netherlands,Barcelona,La Liga,1997-05-12,29,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/42/%D0%9C%D0%B0%D1%82%D1%87_%C2%AB%D0%94%D0%B8%D0%BD%D0%B0%D0%BC%D0%BE%C2%BB_-_%C2%AB%D0%91%D0%B0%D1%80%D1%81%D0%B5%D0%BB%D0%BE%D0%BD%D0%B0%C2%BB_0-1._2_%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8F_2021_%D0%B3%D0%BE%D0%B4%D0%B0._II_%E2%80%94_1289671_%28cropped%29.jpg
227765,Dani Olmo,Spain,Barcelona,La Liga,1998-05-07,28,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/e/e0/Dani_Olmo_2022.jpg
250465,Pedri,Spain,Barcelona,La Liga,2002-11-25,23,Sagittarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/1/13/Pedri.jpg
323702,Gavi,Spain,Barcelona,La Liga,2004-08-05,21,Leo,Midfielder,
345489,Marc Casadó,Spain,Barcelona,La Liga,2003-09-14,22,Virgo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/b/b9/Marc_Casad%C3%B3%2C_durant_la_gira_de_pretemporada_a_EUA._%2805-08-2024%29_%28cropped%29.jpg
354334,Fermín López,Spain,Barcelona,La Liga,2003-05-11,23,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/5/5c/Ferm%C3%ADn_L%C3%B3pez_%28cropped%29.jpg
371565,Juan Hernández,Spain,Barcelona,La Liga,2007-07-21,18,Cancer,Midfielder,
376423,Marc Bernal,Spain,Barcelona,La Liga,2007-05-26,19,Gemini,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/4b/Marc_Bernal_%282025%29.png
388286,Guille Fernández,Spain,Barcelona,La Liga,2008-06-18,17,Gemini,Midfielder,
403590,Tomás Marqués,Spain,Barcelona,La Liga,2006-10-30,19,Scorpio,Midfielder,
125824,Robert Lewandowski,Poland,Barcelona,La Liga,1988-08-21,37,Leo,Forward,https://upload.wikimedia.org/wikipedia/commons/6/6b/Robert_Lewandowski_2018%2C_JAP-POL_%28cropped%29.jpg
230945,Marcus Rashford,England,Barcelona,La Liga,1997-10-31,28,Scorpio,Forward,https://upload.wikimedia.org/wikipedia/commons/1/11/Marcus_Rashford_in_2023.jpg
231050,Raphinha,Brazil,Barcelona,La Liga,1996-12-14,29,Sagittarius,Forward,https://upload.wikimedia.org/wikipedia/commons/5/5e/Raphael_Dias_Belloli_2023.jpg
265869,Ferran Torres,Spain,Barcelona,La Liga,2000-02-29,26,Pisces,Forward,https://upload.wikimedia.org/wikipedia/commons/1/1e/Ferran_Torres_2019.png
331152,Roony Bardghji,Sweden,Barcelona,La Liga,2005-11-15,20,Scorpio,Forward,https://upload.wikimedia.org/wikipedia/commons/9/96/Roony_Bardghji%2C_Vejle_Boldklub_-_FC_K%C3%B8benhavn%2C_29._July_2023_-_opvarmning_%28cropped%29.jpg
362150,Lamine Yamal,Spain,Barcelona,La Liga,2007-07-13,18,Cancer,Forward,https://upload.wikimedia.org/wikipedia/commons/d/df/Lamine_Yamal_in_2025_%28cropped2%29.jpg
363041,Daniel Rodríguez,Spain,Barcelona,La Liga,2005-08-09,20,Leo,Forward,
388285,Toni Fernández,Spain,Barcelona,La Liga,2008-07-15,17,Cancer,Forward,
138674,Marc Vidal,Spain,Celta Vigo,La Liga,2000-02-14,26,Aquarius,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/9/98/Marc%2520Vidal%25202012-08-15%2520cropped.JPG
144720,Andrei Radu,Romania,Celta Vigo,La Liga,1997-05-28,29,Gemini,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/b/b5/Ionu%C8%9B_Radu_2023.jpg
242580,Iván Villar,Spain,Celta Vigo,La Liga,1997-07-09,28,Cancer,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/4/49/Partido_Galicia_-_Panam%C3%A1_en_Bala%C3%ADdos_71.jpg
376424,Marcos González,Spain,Celta Vigo,La Liga,2006-01-10,20,Capricorn,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/0/07/Marcos_Gonz%C3%A1lez_Chile.JPG
146127,Marcos Alonso,Spain,Celta Vigo,La Liga,1990-12-28,35,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/0/0b/2021_FIFA_Club_World_Cup_Final_-_28_%28Marcos_Alonso%29.jpg
195790,Carl Starfelt,Sweden,Celta Vigo,La Liga,1995-06-01,31,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/4/4c/Carl_Starfelt_2020.jpg
219309,Joseph Aidoo,Ghana,Celta Vigo,La Liga,1995-09-29,30,Libra,Defender,
221334,Mihailo Ristic,Serbia,Celta Vigo,La Liga,1995-10-31,30,Scorpio,Defender,https://upload.wikimedia.org/wikipedia/commons/0/03/Mihailo_Risti%C4%87.jpg
276546,Óscar Mingueza,Spain,Celta Vigo,La Liga,1999-05-13,27,Taurus,Defender,https://upload.wikimedia.org/wikipedia/commons/7/75/%D0%9C%D0%B0%D1%82%D1%87_%C2%AB%D0%94%D0%B8%D0%BD%D0%B0%D0%BC%D0%BE%C2%BB_-_%C2%AB%D0%91%D0%B0%D1%80%D1%81%D0%B5%D0%BB%D0%BE%D0%BD%D0%B0%C2%BB_0-1._2_%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8F_2021_%D0%B3%D0%BE%D0%B4%D0%B0._II_%E2%80%94_1289659_%28cropped%29.jpg
298343,Sergio Carreira,Spain,Celta Vigo,La Liga,2000-10-13,25,Libra,Defender,
312376,Carlos Domínguez,Spain,Celta Vigo,La Liga,2001-02-11,25,Aquarius,Defender,
331586,Javi Rueda,Spain,Celta Vigo,La Liga,2002-05-08,24,Taurus,Defender,
367430,Álvaro Núñez,Spain,Celta Vigo,La Liga,2000-07-07,25,Cancer,Defender,
376147,Javi Rodríguez,Spain,Celta Vigo,La Liga,2003-06-26,22,Cancer,Defender,https://upload.wikimedia.org/wikipedia/commons/0/0e/Gran_Pe%C3%B1a_-_R%C3%A1pido_de_Bouzas%2C_no_Estadio_Municipal_de_Barreiro_91.jpg
384643,Yoel Lago,Spain,Celta Vigo,La Liga,2004-03-25,22,Aries,Defender,
409477,Manuel Fernández,Spain,Celta Vigo,La Liga,2001-04-23,25,Taurus,Defender,
414291,Pablo Meixús,Spain,Celta Vigo,La Liga,2003-05-21,23,Gemini,Defender,
145600,Matías Vecino,Uruguay,Celta Vigo,La Liga,1991-08-24,34,Virgo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/6/60/20171114_AUT_URU_4555_%28cropped%29.jpg
188391,Hugo Álvarez,Spain,Celta Vigo,La Liga,2003-07-02,22,Cancer,Midfielder,
204014,Franco Cervi,Argentina,Celta Vigo,La Liga,1994-05-26,32,Gemini,Midfielder,https://upload.wikimedia.org/wikipedia/commons/1/12/DimK-BenfikaL_%28cropped%29.jpg
297829,Ilaix Moriba,Guinea,Celta Vigo,La Liga,2003-01-19,23,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/8/89/Ilaixmoriba%2520%2528cropped%2529.jpg
319114,Hugo Sotelo,Spain,Celta Vigo,La Liga,2003-12-19,22,Sagittarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/5/58/Hugo_Sotelo_%28cropped%29.png
322652,Williot Swedberg,Sweden,Celta Vigo,La Liga,2004-02-01,22,Aquarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/b/bf/Cropped%2C_Williot_Swedberg%2C_Hammarby_IF_-_Brage_2021-02-07_30.jpg
353736,Miguel Román,Spain,Celta Vigo,La Liga,2002-12-26,23,Capricorn,Midfielder,
395625,Fernando López,Spain,Celta Vigo,La Liga,2004-05-24,22,Gemini,Midfielder,
414292,Andrés Antañón,Spain,Celta Vigo,La Liga,2007-01-22,19,Capricorn,Midfielder,
414293,Hugo Burcio,Spain,Celta Vigo,La Liga,2006-10-31,19,Scorpio,Midfielder,
92800,Iago Aspas,Spain,Celta Vigo,La Liga,1987-08-01,38,Leo,Forward,https://upload.wikimedia.org/wikipedia/commons/e/e1/XXIII%2520Memorial%2520Quinocho%2520%2528RC%2520Celta%2520vs%2520Mainz%252005%2529%2520-%252010.jpg
138448,Pablo Durán,Spain,Celta Vigo,La Liga,2001-05-25,25,Gemini,Forward,https://upload.wikimedia.org/wikipedia/commons/a/a9/Fot_pablito.jpg
214995,Borja Iglesias,Spain,Celta Vigo,La Liga,1993-01-17,33,Capricorn,Forward,https://upload.wikimedia.org/wikipedia/commons/1/1c/Borja_iglesias_2019001_%28cropped%29.jpg
279904,Ferran Jutglà,Spain,Celta Vigo,La Liga,1999-02-01,27,Aquarius,Forward,https://upload.wikimedia.org/wikipedia/commons/f/f6/Ferran_Jutgl%C3%A0_-_UE_Sant_Andreu.jpg
324811,Hugo Gonzalez,Spain,Celta Vigo,La Liga,2003-02-07,23,Aquarius,Forward,https://upload.wikimedia.org/wikipedia/commons/e/e9/Hugo_Gonz%C3%A1lez_9_Real_Madrid_Baloncesto_Euroleague_20250206_%286%29.jpg
334111,Jones El-Abdellaoui,Morocco,Celta Vigo,La Liga,2006-01-12,20,Capricorn,Forward,
405521,Óscar Marcos,Spain,Celta Vigo,La Liga,2006-02-19,20,Pisces,Forward,
415036,Ángel Arcos,Spain,Celta Vigo,La Liga,2006-04-18,20,Aries,Forward,
173749,Matías Dituro,Argentina,Elche,La Liga,1987-05-08,39,Taurus,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/0/02/Universidad_Cat%C3%B3lica_-_Curic%C3%B3_Unido_20190331_13.jpg
282680,Iñaki Peña,Spain,Elche,La Liga,1999-03-02,27,Pisces,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/5/56/Bar%C3%A7a_Napoli_03.jpg
330433,Alejandro Iturbe,Spain,Elche,La Liga,2003-09-02,22,Virgo,Goalkeeper,
167297,Pedro Bigas,Spain,Elche,La Liga,1990-05-15,36,Taurus,Defender,
231780,Léo Pétrot,France,Elche,La Liga,1997-04-15,29,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/8/8b/L%C3%A9o_P%C3%A9trot_ASSE_RCL_2425.jpg
265995,Víctor Chust,Spain,Elche,La Liga,2000-03-05,26,Pisces,Defender,https://upload.wikimedia.org/wikipedia/commons/f/fb/Espana-escocia-sub19-75_%2840133191843%29.jpg
277292,Adrià Pedrosa,Spain,Elche,La Liga,1998-05-13,28,Taurus,Defender,https://upload.wikimedia.org/wikipedia/commons/c/cd/Adri%C3%A0_Pedrosa_2019_%28cropped%29.jpg
311996,John Donald,Spain,Elche,La Liga,2000-09-25,25,Libra,Defender,
313230,David Affengruber,Austria,Elche,La Liga,2001-03-19,25,Pisces,Defender,https://upload.wikimedia.org/wikipedia/commons/9/9c/FC_Liefering_versus_Young_Violets_Austria_Wien_%2830._August_2019%29_28.jpg
337455,David Delgado,Spain,Elche,La Liga,2008-02-03,18,Aquarius,Defender,
363039,Héctor Fort,Spain,Elche,La Liga,2006-08-02,19,Leo,Defender,
371608,Buba Sangaré,Spain,Elche,La Liga,2007-08-06,18,Leo,Defender,
395235,Bema Sina,Ghana,Elche,La Liga,2003-04-07,23,Aries,Defender,
395620,Albert Niculaesei,Romania,Elche,La Liga,2008-03-26,18,Aries,Defender,
397494,Nico Salvador,Spain,Elche,La Liga,2005-08-30,20,Virgo,Defender,
420895,Pablo Felipe,Spain,Elche,La Liga,2005-06-19,20,Gemini,Defender,
214330,Josan,Spain,Elche,La Liga,1989-12-03,36,Sagittarius,Midfielder,
240235,Aleix Febas,Spain,Elche,La Liga,1996-02-02,30,Aquarius,Midfielder,
273424,Gonzalo Villar,Spain,Elche,La Liga,1998-03-23,28,Aries,Midfielder,
301406,Marc Aguado,Spain,Elche,La Liga,2000-02-22,26,Pisces,Midfielder,
318181,Federico Redondo,Argentina,Elche,La Liga,2003-01-18,23,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/a/a4/Federico_Redondo_NE_Revolution_Inter_Miami_7.9.25-049_%28cropped%29.jpg
340677,Martim Neto,Portugal,Elche,La Liga,2003-01-14,23,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/0/0c/Next_Generation_Trophy_2018_-Erster_Tag_05.jpg
409514,Antonio Martínez,Spain,Elche,La Liga,2006-04-09,20,Aries,Midfielder,
418452,Alex Herraiz,Spain,Elche,La Liga,2008-08-31,17,Virgo,Midfielder,
3368,André Silva,Portugal,Elche,La Liga,1995-11-06,30,Scorpio,Forward,https://upload.wikimedia.org/wikipedia/commons/e/e2/Andr%C3%A9_Silva_2021.jpg
230974,Rafa Mir,Spain,Elche,La Liga,1997-06-18,28,Gemini,Forward,https://upload.wikimedia.org/wikipedia/commons/9/90/2025-12-03%2520-%2520Copa%2520del%2520Rey%2520de%2520f%25C3%25BAtbol%252C%2520C.D.%2520Quintanar%2520del%2520Rey%2520contra%2520el%2520Elche%2520C.F%2520-%252054962303553%2520%2528cropped%2529%2520Rafa%2520Mir.jpg
242739,Grady Diangana,Congo DR,Elche,La Liga,1998-04-19,28,Aries,Forward,https://upload.wikimedia.org/wikipedia/commons/f/f1/Hertha_BSC_vs._West_Ham_United_20190731_%28194%29.jpg
259916,José Antonio Morente,Spain,Elche,La Liga,1996-12-04,29,Sagittarius,Forward,https://upload.wikimedia.org/wikipedia/commons/4/49/Tete_Morente_2025.jpg
297358,Germán Valera,Spain,Elche,La Liga,2002-03-16,24,Pisces,Forward,
320648,Lucas Cepeda,Chile,Elche,La Liga,2002-10-31,23,Scorpio,Midfielder,https://upload.wikimedia.org/wikipedia/commons/3/38/Lucas_Cepeda_Copiap%C3%B3_v_Colo-Colo_20241110_11.jpg
326234,Yago Alonso,Spain,Elche,La Liga,2003-04-15,23,Aries,Forward,
353151,Álvaro Rodríguez,Uruguay,Elche,La Liga,2004-07-14,21,Cancer,Forward,
367682,Adam Boayar,Morocco,Elche,La Liga,2005-10-13,20,Libra,Forward,https://upload.wikimedia.org/wikipedia/commons/7/75/2025-12-03_-_Copa_del_Rey_de_f%C3%BAtbol%2C_C.D._Quintanar_del_Rey_contra_el_Elche_C.F_-_54962303553_%28cropped%29_Adam_Boayar.jpg
367962,Daniel Ballesteros Fernández,Spain,Elche,La Liga,2003-07-10,22,Cancer,Forward,
412171,Juan Piera,Spain,Elche,La Liga,2004-10-20,21,Libra,Forward,
417996,Álex Sánchez,Spain,Elche,La Liga,2006-03-05,20,Pisces,Forward,https://upload.wikimedia.org/wikipedia/commons/1/12/%C3%81lex_S%C3%A1nchez.jpg
179211,Marko Dmitrovic,Serbia,Espanyol,La Liga,1992-01-24,34,Capricorn,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/3/36/CSC_0047_%2835151419544%29_%28cropped%29.jpg
307419,Ángel Fortuño,Spain,Espanyol,La Liga,2001-10-05,24,Libra,Goalkeeper,
331757,Pol Tristan,Spain,Espanyol,La Liga,2002-03-18,24,Pisces,Goalkeeper,
381681,Llorenç Serred,Spain,Espanyol,La Liga,2005-09-04,20,Virgo,Goalkeeper,
